"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX674270","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677967","","24.27","1","203445","41095890","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674270","NM042.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674269","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677967","","65.76","1","628518","126960636","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674269","NM042.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674268","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677966","","31.98","1","286423","57857446","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674268","NM042.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674267","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677966","","41.46","1","377961","76348122","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674267","NM042.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674266","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677965","","5.3","1","45258","9142116","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674266","G3857_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674265","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677965","","29.47","1","253663","51239926","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674265","G3857.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674264","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677964","","22.36","1","200352","40471104","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674264","G3856.3_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674263","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677964","","64.75","1","588169","118810138","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674263","G3856.3.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674262","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677963","","87.03","1","781122","157786644","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674262","G3856.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674261","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677963","","116.73","1","1094919","221173638","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674261","G3856.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674260","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677962","","32.88","1","308492","62315384","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674260","G3851_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674259","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677962","","105.91","1","958741","193665682","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674259","G3851.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674258","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677961","","8.56","1","74169","14982138","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674258","G3850_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674257","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677961","","28.77","1","240252","48530904","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674257","G3850.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674256","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677960","","87.95","1","822273","166099146","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674256","G3848_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674255","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677960","","136.96","1","1244861","251461922","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674255","G3848.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674254","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677959","","84.77","1","789171","159412542","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674254","G3846_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674253","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677959","","125.13","1","1153782","233063964","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674253","G3846.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674252","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677958","","97.99","1","896258","181044116","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674252","G3845_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674251","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677958","","148.13","1","1356311","273974822","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674251","G3845.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674250","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677957","","20.06","1","178286","36013772","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674250","G3841_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674249","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677957","","54.09","1","485608","98092816","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674249","G3841.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674248","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677956","","93.53","1","886994","179172788","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674248","G3840_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674247","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677956","","124.66","1","1191364","240655528","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674247","G3840.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674246","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677955","","87.99","1","832318","168128236","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674246","G3838_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674245","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677955","","81.63","1","782232","158010864","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674245","G3838.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674244","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677954","","13.64","1","121882","24620164","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674244","G3834_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674243","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677954","","105.42","1","1007991","203614182","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674243","G3834.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674242","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677953","","108.15","1","978058","197567716","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674242","G3831_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674241","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677953","","113.96","1","1050958","212293516","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674241","G3831.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674240","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677952","","68.25","1","642113","129706826","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674240","G3829_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674239","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677952","","79.8","1","717382","144911164","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674239","G3829.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674238","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677951","","42.5","1","391933","79170466","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674238","G3827_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674237","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677951","","43.84","1","393430","79472860","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674237","G3827.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674236","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677950","","50.84","1","468329","94602458","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674236","G3826_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674235","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677950","","55.13","1","473467","95640334","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674235","G3826.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674234","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677949","","132.94","1","1250004","252500808","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674234","G3825.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674233","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677949","","154.77","1","1380569","278874938","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674233","G3825.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674232","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677948","","57.27","1","545446","110180092","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674232","G3825.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674231","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677948","","138.14","1","1262747","255074894","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674231","G3825.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674230","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677947","","140.83","1","1344342","271557084","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674230","G3823_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674229","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677947","","184.64","1","1709358","345290316","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674229","G3823.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674228","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677946","","127.28","1","1225745","247600490","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674228","G3822_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674227","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677946","","137.1","1","1271321","256806842","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674227","G3822.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674226","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677945","","36.24","1","336671","68007542","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674226","G3821_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674225","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677945","","60.33","1","564191","113966582","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674225","G3821.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674224","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677944","","80.53","1","769540","155447080","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674224","G3820_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674223","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677944","","103.37","1","948631","191623462","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674223","G3820.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674222","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677943","","28.73","1","268855","54308710","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674222","G3819_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674221","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677943","","41.22","1","382292","77222984","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674221","G3819.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674220","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677942","","94.05","1","913810","184589620","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674220","G3818_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674219","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677942","","110.46","1","1022372","206519144","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674219","G3818.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674218","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677941","","58.77","1","554086","111925372","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674218","G3817_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674217","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677941","","58.68","1","547056","110505312","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674217","G3817.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674216","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677940","","29.63","1","275365","55623730","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674216","G3816_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674215","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677940","","49.34","1","404626","81734452","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674215","G3816.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674214","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677939","","33.29","1","313422","63311244","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674214","G3814_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674213","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677939","","47.41","1","417901","84416002","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674213","G3814.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
